Sample Date,Address,1st Draw,2/3 Min,5 Min
6/3/16,95XX S LA SALLE ST,2.2,2.1,1.5
11/9/18,95XX S LA SALLE ST,3.6,6.2,2.1
8/6/19,95XX S LA SALLE ST,2.1,2.6,5.1
11/5/20,95XX S LA SALLE ST,2.8,5.2,1.8
8/12/19,95XX S LEAVITT ST,5.1,17,17
2/22/20 8:00,95XX S LEAVITT ST,See Follow-Up Sequential Sampling Table for Results,,
8/12/19,95XX S LEAVITT ST,5.1,17,17
11/3/18,95XX S LONGWOOD DR,< 1,< 1,< 1
6/30/20,95XX S LONGWOOD DR,7.5,< 1,< 1
6/28/23 6:31,95XX S LONGWOOD DR ,3.6,6.7,4.9
4/23/24 6:45,95XX S LONGWOOD DR ,<0.5,<0.5,<0.5
7/12/19,95XX S LOOMIS ST,2.8,7.2,1.6
8/23/19,95XX S LOOMIS ST,8.7,7.6,3.2
11/21/19,95XX S LOOMIS ST,3.1,6.1,1.2
3/12/19,95XX S LOWE AVE,12,12,1.9
6/2/19,95XX S LOWE AVE,13,14,6.4
6/21/19,95XX S LOWE AVE,2.9,7.6,2.4
6/18/19,95XX S MANISTEE AVE,2,2.4,2.7
11/6/16,95XX S MARQUETTE AVE,< 1,< 1,< 1
7/16/18,95XX S MICHIGAN AVE,3.6,1.8,1.1
1/4/20,95XX S MUSKEGON AVE,3.2,5.9,4.4
3/29/23 6:30,95XX S NORMAL AVE ,3.3,0.9,<0.5
5/29/19,95XX S OAKLEY AVE,3.6,12,11
11/5/19,95XX S OAKLEY AVE,2.6,4.3,1.1
6/1/21,95XX S OAKLEY AVE,4.2,4,2.9
3/19/19,95XX S PARNELL AVE,7.5,2.4,< 1
9/18/19,95XX S PARNELL AVE,2.8,3.8,1.9
11/8/19,95XX S PARNELL AVE,4.6,5.7,1.7
5/26/22 4:43,95XX S PARNELL AVE ,4.4,3.3,2.4
1/8/23 8:39,95XX S PARNELL AVE ,3.6,0.9,<0.5
8/22/19,95XX S PAXTON AVE,4.8,2.4,16
6/21/21,95XX S PAXTON AVE,See Follow-Up Sequential Sampling Table for Results,,
8/22/19 8:00,95XX S PAXTON AVE,4.8,2.4,16
8/12/19,95XX S PEORIA ST,4.9,8.2,3.6
11/2/23 8:00,95XX S PEORIA ST ,9,14,3.6
8/22/23 14:00,95XX S PERRY AVE ,2.1,5.7,1.9
8/26/20,95XX S PRAIRIE AVE,2.8,2.7,2.1
7/21/19,95XX S PRINCETON AVE,6.2,6.7,6
5/5/16,95XX S PROSPECT,5.29,15.1,4.22
5/26/16,95XX S PROSPECT,See Follow-Up Sequential Sampling Table for Results,,
5/5/16,95XX S PROSPECT,5.29,15.1,4.22
10/30/18,95XX S RACINE AVE,3.6,4.2,1.4
3/26/19,95XX S SANGAMON ST,2.2,2.2,1.2
3/30/19,95XX S SANGAMON ST,2.2,4.8,< 1
3/10/20,95XX S SANGAMON ST,4.3,4.3,1.1
2/7/23 4:27,95XX S SANGAMON ST ,1.3,2.1,0.6
2/3/19,95XX S SEELEY AVE,2.6,2.7,2.7
10/14/19,95XX S SEELEY AVE,19,7.5,4.2
11/30/19,95XX S SEELEY AVE,See Follow-Up Sequential Sampling Table for Results,,
9/21/19,95XX S SEELEY AVE,19,7.5,4.2
8/3/16,95XX S UNIVERSITY AVE,< 1,< 1,< 1
6/9/16,95XX S UNIVERSITY AVE,4.9,16,14
10/10/21 22:02,95XX S UNIVERSITY AVE ,13,10,17
4/17/18,95XX S UNIVERSITY AVE**,See Follow-Up Sequential Sampling Table for Results,,
7/26/16,95XX S UNIVERSITY AVE**,See Follow-Up Sequential Sampling Table for Results,,
6/9/16 11:30,95XX S UNIVERSITY AVE**,4.9,16,14
1/22/24,95XX S WALLACE ST,See Follow-Up Sequential Sampling Table for Results,,
10/6/22 9:00,95XX S WALLACE ST ,5.7,12,9.4
12/12/23 9:00,95XX S WALLACE ST ,6.2,14,8.4
1/17/17,95XX S WENTWORTH AVE,< 1,< 1,< 1
9/12/19,95XX S WENTWORTH AVE,3,5.7,2.7
9/10/19,95XX S WINSTON AVE,1.8,3.2,1.7
8/22/21 13:00,95XX S WINSTON AVE ,<1.0,<1.0,<1.0
8/22/22 19:15,95XX S WINSTON AVE ,<0.5,0.8,0.8
5/24/16,95XX S WOODLAWN AVE,4,5.3,1.3
4/17/19,95XX S WOODLAWN AVE,4.4,4.7,1.7
10/3/19,95XX S WOODLAWN AVE,2.5,3.2,1.7
10/11/19,95XX S WOODLAWN AVE,4.2,7.6,2.5
12/24/19,95XX S WOODLAWN AVE,2.5,< 1,< 1
6/1/21,95XX S WOODLAWN AVE,1.7,5.6,1.4
12/3/19,95XX S WOODLAWN AVE,20,1.9,1.3
6/22/21,95XX S WOODLAWN AVE,See Follow-Up Sequential Sampling Table for Results,,
12/3/19 16:00,95XX S WOODLAWN AVE,20,1.9,1.3
2/14/23 10:00,95XX S WOODLAWN AVE ,3.4,5.7,1.1
9/13/23 8:30,95XX S WOODLAWN AVE ,3.2,0.7,0.6
12/4/23 10:20,95XX S WOODLAWN AVE ,2.7,2,<0.5
3/4/19,95XX S YALE ST,1.6,2.3,< 1
7/30/19,96XX S AVENUE L,2.8,4.6,2.7
6/9/22 6:12,96XX S AVENUE M AVE ,2,2.1,1.9
1/30/23 6:35,96XX S Avenue M Ave ,0.6,<0.5,<0.5
7/24/19,96XX S BELL AVE,4.1,3.3,1.8
12/14/19,96XX S BELL AVE,1.1,2,< 1
1/10/21,96XX S BENSLEY AVE,4.1,3.7,1.2
1/31/19,96XX S BEVERLY AVE,5.7,9,8.2
7/7/19,96XX S BEVERLY AVE,3.8,5,4.8
11/25/19,96XX S BEVERLY AVE,< 1,< 1,< 1
1/14/20,96XX S BISHOP ST,5.2,11,7.8
4/19/19,96XX S BISHOP ST,4.6,33,3.4
8/22/19,96XX S BISHOP ST,See Follow-Up Sequential Sampling Table for Results,,
4/19/19,96XX S BISHOP ST,4.6,33,3.4
3/19/19,96XX S BRENNAN AVE,6.2,4.8,2.7
5/28/19,96XX S BRENNAN AVE,3.4,2.4,1.7
9/5/23 7:00,96XX S BRENNAN AVE ,8.3,8.4,5.4
1/3/23 6:55,96XX S CALHOUN AVE ,4.1,2.9,1.2
2/5/24,96XX S CHAPPEL AVE,See Follow-Up Sequential Sampling Table for Results,,
10/22/23 7:03,96XX S CHAPPEL AVE ,6.7,6.4,3.1
12/26/23 5:44,96XX S CHAPPEL AVE ,8.5,19,4
12/26/23 5:44,96XX S CHAPPEL AVE ,8.5,19,4
3/29/18,96XX S CHARLES ST,2.9,2.2,< 1
3/21/19,96XX S CHARLES ST,1.1,1.1,1.2
11/28/22 4:55,96XX S CHARLES ST ,2.1,2.1,12
9/5/19,96XX S CLAREMONT AVE,3.1,6.3,1.9
12/17/18,96XX S CLAREMONT AVE,5.6,30,2.4
,96XX S CLAREMONT AVE,Customer declined further testing,,
3/5/19,96XX S CRANDON AVE,9.6,3.2,1.6
7/2/19,96XX S CRANDON AVE,5.7,12,1.9
3/27/20,96XX S CRANDON AVE,3.7,3.9,4
11/11/20,96XX S CRANDON AVE,< 1,< 1,< 1
11/3/16,96XX S CRANDON AVE,37,3.2,2.6
1/24/17,96XX S CRANDON AVE,See Follow-Up Sequential Sampling Table for Results,,
11/3/16 7:00,96XX S CRANDON AVE,37,3.2,2.6
1/25/22 8:33,96XX S CRANDON AVE ,<0.5,<0.5,<0.5
8/2/23 4:00,96XX S CRANDON AVE ,4.1,11,3
5/23/19,96XX S DAMEN AVE,1.7,3.1,2.5
6/11/19,96XX S DAMEN AVE,< 1,6.6,3.2
9/5/19,96XX S DAMEN AVE,< 1,1.4,< 1
12/9/19,96XX S DAMEN AVE,1.5,< 1,< 1
2/20/16,96XX S DAMEN AVE,23.3,8.65,8.48
4/16/16,96XX S DAMEN AVE,See Follow-Up Sequential Sampling Table for Results,,
2/20/16,96XX S DAMEN AVE*,23.3,8.65,8.48
11/10/19,96XX S DOBSON AVE,1.5,5.9,2.1
11/12/20,96XX S DOBSON AVE,7.8,9.6,4.3
10/13/23 16:00,96XX S EMERALD AVE ,3.1,8.3,3.2
1/3/23,96XX S EUCLID AVE,See Follow-Up Sequential Sampling Table for Results,,
11/11/22 9:55,96XX S EUCLID AVE ,4.1,18,13
11/11/22 9:55,96XX S EUCLID AVE ,4.1,18,13
11/10/19,96XX S FOREST AVE,4.7,7.9,1.1
12/20/19,96XX S FOREST AVE,3.7,7.2,3
12/17/20,96XX S FOREST AVE,4.9,5,1.6
5/17/22 10:00,96XX S FOREST AVE ,3.4,1.8,1.6
11/8/22 14:30,96XX S FOREST AVE ,5.7,19,3.9
4/3/19,96XX S GENOA AVE,1.2,< 1,< 1
2/12/19,96XX S GREEN ST,11,25,2.5
,96XX S GREEN ST,Customer declined further testing,,
7/27/21 6:30,96XX S GREENWOOD AVE ,2.1,2.9,4.1
10/22/22 7:30,96XX S GREENWOOD AVE ,4.3,3.7,4.4
5/18/23 7:30,96XX S GREENWOOD AVE ,2.7,0.7,<0.5
9/13/19,96XX S HALSTED ST,3,3,< 1
11/30/18,96XX S HAMILTON AVE,1.3,2.7,1
5/19/19,96XX S HAMILTON AVE,< 1,1.9,1.5
10/28/19,96XX S HAMILTON AVE,< 1,1.3,1.5
8/8/19,96XX S HARVARD AVE,2.8,2.6,2
8/5/23 9:12,96XX S HARVARD AVE ,5.4,12,5.6
12/31/19,96XX S HOUSTON AVE,< 1,< 1,< 1
6/28/23,96XX S HOXIE AVE,See Follow-Up Sequential Sampling Table for Results,,
12/2/22 13:00,96XX S HOXIE AVE ,17,28,7.9
12/2/22 13:00,96XX S HOXIE AVE ,17,28,7.9
6/26/16,96XX S HOYNE AVE,4.7,2.8,2.9
9/6/16,96XX S HOYNE AVE,3.3,2.7,1.8
5/13/18,96XX S HOYNE AVE,2.7,1.5,1.3
11/8/19,96XX S HOYNE AVE,1.7,4,2.4
11/29/22 14:00,96XX S HOYNE AVE ,3.4,3.6,4.8
2/6/24 8:00,96XX S HOYNE AVE ,11,1.5,1
2/17/19,96XX S INDIANA AVE,3.6,1.7,1
4/20/24 6:00,96XX S INDIANA AVE ,4.8,11,1.3
8/11/19,96XX S LA SALLE ST,1.4,2.2,3.4
10/1/19,96XX S LA SALLE ST,2.9,5.5,4.2
8/29/23 6:12,96XX S LA SALLE ST ,5.4,7.6,7.4
3/1/19,96XX S LEAVITT ST,6.7,< 1,< 1
9/26/19,96XX S LEAVITT ST,3.7,4.9,2.3
10/5/19,96XX S LEAVITT ST,5.1,13,4.6
1/9/20,96XX S LEAVITT ST,1.8,1.6,1.1
6/8/21,96XX S LEAVITT ST,< 1,< 1,< 1
9/9/23 6:31,96XX S LEAVITT ST ,3.8,4.9,1.8
10/23/16,96XX S LONGWOOD DR,3.6,3.8,3.4
3/16/22 4:45,96XX S LONGWOOD DR ,1.5,3.5,1.5
8/29/19,96XX S LOWE AVE,11,7.5,2
9/4/19,96XX S LOWE AVE,1.4,2.1,< 1
5/18/21,96XX S LOWE AVE,3.2,3.3,6.7
8/23/22 15:00,96XX S LOWE AVE ,1.5,1.6,0.5
5/18/23 15:00,96XX S LOWE AVE ,3.8,5.3,7.8
4/28/24 17:44,96XX S M ,0.9,1.2,1.3
5/29/19,96XX S MERRILL AVE,3.5,8.7,6
7/23/19,96XX S MERRILL AVE,2.6,2.3,2
9/22/21 7:26,96XX S MERRILL AVE ,4.5,8.3,3.3
2/1/24 10:00,96XX S MERRILL AVE ,2.2,5.1,1.4
11/14/19,96XX S MERRION AVE,2.3,1.3,< 1
11/17/19,96XX S MERRION AVE,6.7,12,2.4
8/24/21 9:00,96XX S MERRION AVE ,6,6.4,2.4
9/26/16,96XX S MICHIGAN AVE,3.8,2.7,1.5
3/14/23 14:00,96XX S MICHIGAN AVE ,0.7,<0.5,<0.5
4/2/19,96XX S MORGAN ST,4.1,5.1,1.2
4/7/22,96XX S MORGAN ST,See Follow-Up Sequential Sampling Table for Results,,
9/10/19,96XX S MORGAN ST,400,210,120
8/22/19,96XX S NORMAL AVE,3.1,5.4,3.3
9/23/22 9:00,96XX S OGLESBY AVE ,44,9.5,7.7
5/14/19,96XX S PARNELL AVE,1,< 1,< 1
4/10/24,96XX S PARNELL AVE,See Follow-Up Sequential Sampling Table for Results,,
8/25/21 22:30,96XX S PARNELL AVE ,<1.0,<1.0,<1.0
7/10/22 6:30,96XX S PARNELL AVE ,2.1,3.5,1.2
3/14/24 22:30,96XX S PARNELL AVE ,4.2,6.3,8
8/16/19,96XX S PEORIA ST,6.3,12,2.2
8/20/19,96XX S PEORIA ST,3.9,14,3.8
7/29/22,96XX S PEORIA ST,See Follow-Up Sequential Sampling Table for Results,,
6/16/22 7:00,96XX S PEORIA ST,2.8,4.9,11
4/26/23 17:25,96XX S PEORIA ST ,1.3,<0.5,<0.5
3/31/19,96XX S PERRY AVE,2.5,3.5,< 1
11/11/19,96XX S PERRY AVE,8.5,19,2.3
5/26/21,96XX S PERRY AVE,See Follow-Up Sequential Sampling Table for Results,,
11/11/19 17:35,96XX S PERRY AVE,8.5,19,2.3
12/7/21 8:00,96XX S PERRY AVE ,1.5,2,1.1
7/9/19,96XX S PRAIRIE AVE,5.2,6.8,1.9
7/18/16,96XX S PRAIRIE AVE,13,16,32
4/26/22 15:30,96XX S PRAIRIE AVE ,0.5,<0.5,<0.5
1/7/24 9:30,96XX S PRAIRIE AVE ,3.2,<0.5,<0.5
1/31/24 6:02,96XX S PRAIRIE AVE ,1.1,<0.5,<0.5
9/29/16,96XX S PRAIRIE AVE**,See Follow-Up Sequential Sampling Table for Results,,
1/18/19,96XX S PRAIRIE AVE**,See Follow-Up Sequential Sampling Table for Results,,
7/18/16,96XX S PRAIRIE AVE**,13,16,32
7/9/19,96XX S PRINCETON AVE,4.1,11,3.6
7/18/19,96XX S PRINCETON AVE,2.7,5.8,7.6
1/18/22 17:47,96XX S PROSPECT AVE ,8.2,6.4,2.1
6/1/19,96XX S SANGAMON ST,14,8.7,3.5
9/16/21 15:45,96XX S SANGAMON ST ,1,2.1,2.4
10/24/23 14:00,96XX S SANGAMON ST ,5,8.2,2
4/19/19,96XX S SEELEY ,See Follow-Up Sequential Sampling Table for Results,,
3/3/19,96XX S SEELEY ,1.6,15,2.4
7/21/16,96XX S SEELEY AVE,1.3,1.2,1.1
8/17/16,96XX S SEELEY AVE,3.9,4,3
11/15/18,96XX S SEELEY AVE,1.8,1.3,< 1
3/10/19,96XX S SEELEY AVE,1.5,2.3,< 1
10/9/19,96XX S SEELEY AVE,3.5,6.6,4.7
3/1/21,96XX S SEELEY AVE,1.7,2.9,2.9
3/3/19,96XX S SEELEY AVE,1.6,15,2.4
9/7/22 7:23,96XX S SEELEY AVE ,1.4,1.9,1.2
3/2/19,96XX S UNION AVE,3,4.4,1.3
10/24/21 6:35,96XX S UNION AVE ,3.1,11,1.1
1/4/20,96XX S UNIVERSITY AVE,< 1,< 1,< 1
12/13/19,96XX S VAN VLISSINGEN RD,17,22,17
5/21/21,96XX S VAN VLISSINGEN RD,See Follow-Up Sequential Sampling Table for Results,,
12/13/19 1:30,96XX S VAN VLISSINGEN RD,17,22,17
3/8/19,96XX S VANDERPOEL AVE,2.5,3.6,1.2
5/6/19,96XX S VANDERPOEL AVE,1.6,< 1,< 1
11/24/20,96XX S VANDERPOEL AVE,4.2,1,< 1
11/3/23 7:05,96XX S VANDERPOEL AVE ,2.4,0.7,0.6
6/22/22 5:46,96XX S WENTWORTH AVE ,3.7,3.2,2
9/26/22 8:25,96XX S WENTWORTH AVE ,2.8,3,1.7
6/9/16,96XX S WINCHESTER AVE,5.5,5.6,4.4
3/9/18,96XX S WINCHESTER AVE,5.8,12,12
12/17/18,96XX S WINCHESTER AVE,1,< 1,< 1
12/19/18,96XX S WINCHESTER AVE,< 1,< 1,< 1
9/12/19,96XX S WINCHESTER AVE,< 1,< 1,< 1
8/22/20,96XX S WINCHESTER AVE,< 1,< 1,< 1
5/31/17,96XX S WINCHESTER AVE,14,34,9.1
7/3/17,96XX S WINCHESTER AVE,See Follow-Up Sequential Sampling Table for Results,,
5/31/17,96XX S WINCHESTER AVE,14,34,9.1
8/3/18,96XX S WINCHESTER AVE,See Follow-Up Sequential Sampling Table for Results,,
3/9/18,96XX S WINCHESTER AVE,5.8,12,12
8/23/21 6:41,96XX S WINCHESTER AVE ,3,3.8,3.7
9/25/19,96XX S WOOD ST,2.2,4.5,1.4
10/17/19,96XX S WOODLAWN AVE,1.7,3.9,1.8
6/10/16,96XX S YALE AVE,< 1,1.1,< 1
2/26/19,96XX S YALE AVE,4.4,4.5,5.8
5/13/19,96XX S YALE AVE,2.2,3.7,4.3
10/2/19,96XX S YALE AVE,4.2,6.8,2.6
2/21/22 8:25,96XX S YALE AVE ,6,2.7,1.9
6/6/19,96XX S YATES AVE,4.1,4,2.4
6/10/19,96XX S YATES AVE,5.4,3.8,3.2
11/7/19,96XX S YATES AVE,2.2,9,2
10/18/23 9:30,96XX S YATES AVE ,170,7.1,3.5
3/28/19,96XX S YATES BLVD,7.7,2.1,1.7
6/12/23 7:00,97XX S AVENUE H ,83,29,83
9/26/22 15:30,97XX S AVENUE J AVE ,1.4,2.6,1.4
12/10/19,97XX S AVENUE M,< 1,< 1,< 1
5/21/24 14:00,97XX S AVENUE N ,1,4.8,1
7/7/16,97XX S BELL AVE,3.4,4,4.7
9/19/19,97XX S BELL AVE,5,4.9,9.3
9/19/19,97XX S BELL AVE,4.1,3.5,8.7
12/19/20,97XX S BELL AVE,9.1,13,12
12/20/19,97XX S BEVERLY AVE,< 1,< 1,< 1
2/28/23 9:00,97XX S BEVERLY AVE ,<0.5,0.6,<0.5
12/4/23 7:47,97XX S BEVERLY AVE ,<0.5,<0.5,<0.5
4/16/19,97XX S BRENNAN AVE,4.7,5.8,1.7
7/23/19,97XX S BRENNAN AVE,3.7,6.6,1.9
5/12/22 9:21,97XX S BRENNAN AVE ,1.7,1.7,1.7
11/22/19,97XX S CALUMET ,See Follow-Up Sequential Sampling Table for Results,,
7/14/19,97XX S CALUMET ,9,20,4
8/10/19,97XX S CALUMET AVE,1,5.7,< 1
9/27/19,97XX S CALUMET AVE,6.2,6.5,4.9
12/5/19,97XX S CALUMET AVE,1.9,2.4,1.8
8/17/20,97XX S CALUMET AVE,9,12,5.7
7/14/19,97XX S CALUMET AVE,9,20,4
7/14/19,97XX S CALUMET AVE,9,20,4
6/26/23,97XX S CALUMET AVE,See Follow-Up Sequential Sampling Table for Results,,
12/30/22 18:52,97XX S CALUMET AVE ,8.1,16,4.6
12/30/22 18:52,97XX S CALUMET AVE ,8.1,16,4.6
12/1/20,97XX S CHAPPEL AVE,1.4,< 1,< 1
9/10/19,97XX S CHARLES ST,2.2,2.7,2.3
3/13/17,97XX S CLAREMONT AVE,2.9,9.9,4
4/25/22 19:00,97XX S COMMERCIAL AVE ,1.2,1,1
10/28/19,97XX S CRANDON AVE,22,28,7.4
5/24/21,97XX S CRANDON AVE,See Follow-Up Sequential Sampling Table for Results,,
10/28/19 8:00,97XX S CRANDON AVE,22,28,7.4
12/9/23 21:35,97XX S CRANDON AVE ,1300,1300,7.2
3/29/19,97XX S DAMEN AVE,2,1.6,< 1
12/21/18,97XX S DOBSON AVE,9.3,5.4,2
2/28/23 7:00,97XX S DOBSON AVE ,1.7,1.2,1.3
8/23/23 7:00,97XX S DOBSON AVE ,2.3,0.5,<0.5
12/27/23,97XX S DR MARTIN LUTHER KING JR DR,See Follow-Up Sequential Sampling Table for Results,,
10/10/23 11:00,97XX S DR MARTIN LUTHER KING JR DR ,1.9,19,1.7
10/10/23 11:00,97XX S DR MARTIN LUTHER KING JR DR ,1.9,19,1.7
8/16/19,97XX S EMERALD AVE,6.7,9.1,2.9
5/1/20,97XX S EMERALD AVE,8.2,9.9,3.5
8/31/21 16:00,97XX S EMERALD AVE ,9.8,8,3.4
11/26/19,97XX S EWING AVE,1.9,2.8,< 1
7/12/22 7:00,97XX S EWING AVE ,0.7,1.2,1.3
1/25/19,97XX S FOREST AVE,1.2,1.2,4
5/11/23 14:15,97XX S FOREST AVE ,3.1,3.5,3.8
10/26/20,97XX S GREEN ST,3.9,11,2.7
7/30/21 10:00,97XX S GREENWOOD AVE ,4.2,7.7,3.7
8/13/21 10:00,97XX S GREENWOOD AVE ,78,3,2.7
8/27/21 10:00,97XX S GREENWOOD AVE ,40,13,4.1
3/11/23 8:00,97XX S H ,1.4,1.3,0.5
9/14/22 9:00,97XX S HALSTED ST ,3.3,8.8,1.5
8/11/23 8:00,97XX S HALSTED ST ,1,<0.5,<0.5
2/8/17,97XX S HAMILTON AVE,2.3,3.2,< 1
6/6/17,97XX S HAMILTON AVE,1.5,1.9,1.1
8/4/17,97XX S HAMILTON AVE,2.3,8.5,2.4
1/29/19,97XX S HAMILTON AVE,4,5.7,2.2
4/30/19,97XX S HAMILTON AVE,2.1,1.6,< 1
7/28/19,97XX S HAMILTON AVE,3.5,4.5,3.9
12/27/19,97XX S HAMILTON AVE,2.3,5,1.2
7/24/16,97XX S HARVARD AVE,2.4,5.7,1.8
1/27/19,97XX S HOXIE AVE,2.4,10,2.4
1/7/20,97XX S HOXIE AVE,2.6,7.3,< 1
9/12/23 9:00,97XX S HOXIE AVE ,11,26,14
8/19/16,97XX S HOYNE AVE,4.3,7.7,4.7
8/11/18,97XX S HOYNE AVE,5.4,9.5,5.6
11/15/18,97XX S HOYNE AVE,2.1,7.7,2.7
5/18/19,97XX S HOYNE AVE,1.7,3.3,1.5
7/16/19,97XX S HOYNE AVE,2.3,6,2.1
7/20/19,97XX S HOYNE AVE,3.4,5.3,3
1/21/20,97XX S HOYNE AVE,2.6,6.7,1.4
6/21/22 6:27,97XX S HOYNE AVE ,0.8,2,1.3
8/2/23 6:10,97XX S HOYNE AVE ,3.5,9.7,2.6
4/15/19,97XX S INDIANA AVE,2.1,12,1.1
4/25/19,97XX S INDIANA AVE,1.5,< 1,< 1
10/1/20,97XX S INDIANA AVE,7.3,8.9,2.6
7/27/21 15:00,97XX S INDIANA AVE ,5.2,3.7,2.3
4/13/23 14:00,97XX S INDIANA AVE ,3.3,1.8,0.9
9/26/23 10:00,97XX S J ,1.2,<0.5,<0.5
3/19/19,97XX S JEFFERY AVE,5.3,9.4,2.2
10/12/22,97XX S JEFFERY AVE,See Follow-Up Sequential Sampling Table for Results,,
7/12/22,97XX S JEFFERY AVE,7.8,18,16
7/12/22 13:00,97XX S JEFFERY AVE ,7.8,18,16
7/23/22 6:10,97XX S JEFFERY AVE ,29,5.1,19
4/28/19,97XX S LA SALLE ST,2.9,6.9,1.5
6/3/19,97XX S LA SALLE ST,2.7,6.5,2.5
12/21/19,97XX S LA SALLE ST,4.2,3.6,1.3
7/29/20,97XX S LA SALLE ST,3,3.6,1.3
2/20/20,97XX S LA SALLE ST,9,5.9,1.6
9/18/23,97XX S LA SALLE ST,See Follow-Up Sequential Sampling Table for Results,,
11/9/13,97XX S LA SALLE ST,See Follow-Up Sequential Sampling Table for Results,,
3/31/23 9:41,97XX S LA SALLE ST ,3.1,4.9,4.8
4/6/23 7:00,97XX S LA SALLE ST ,4.2,8.4,6
6/28/23 10:21,97XX S LA SALLE ST ,78,<0.5,<0.5
6/28/23 10:21,97XX S LA SALLE ST ,78,<0.5,<0.5
6/28/23 10:21,97XX S LA SALLE ST ,78,<0.5,<0.5
4/18/19,97XX S LASALLE ST,1.6,6.1,< 1
6/27/16,97XX S LEAVITT ST,2.2,6.2,6.1
10/3/16,97XX S LEAVITT ST,11,2.5,< 1
3/31/19,97XX S LEAVITT ST,2,2,2.9
8/6/19,97XX S LEAVITT ST,< 1,< 1,< 1
9/4/21 6:30,97XX S LEAVITT ST ,4.5,3.6,4.3
2/27/19,97XX S LONGWOOD DR,< 1,< 1,< 1
3/10/19,97XX S LOWE AVE,1.1,< 1,< 1
6/21/19,97XX S LOWE AVE,8.3,17,4.7
,97XX S LOWE AVE,Customer declined further testing,,
9/19/19,97XX S LUELLA AVE,5.1,11,2.2
2/21/23 7:00,97XX S M ,1.6,2.1,0.7
2/8/24 7:00,97XX S M ,1.5,<0.5,<0.5
8/27/18,97XX S MANISTEE AVE,2.6,2.8,6.2
4/21/19,97XX S MARQUETTE AVE,1.5,4.7,1.2
10/17/19,97XX S MARQUETTE AVE,5.2,5.9,8.9
12/18/19,97XX S MARQUETTE AVE,1.7,3.6,< 1
10/18/21 7:00,97XX S MARQUETTE AVE ,5.6,4.3,8.9
9/21/23 9:00,97XX S MERRILL AVE ,3.3,2.8,2.3
12/8/19,97XX S MERRION AVE,1.4,2,1.9
12/10/20,97XX S MERRION AVE,390,8000,5800
,97XX S MERRION AVE,Customer declined further testing,,
7/25/23 10:00,97XX S MERRION AVE ,33,4.1,2.3
10/10/23 10:00,97XX S MICHIGAN AVE ,2,8.6,1.3
9/27/21 5:20,97XX S MORGAN ST ,7.4,9.3,9.4
3/25/22,97XX S MUSKEGON AVE,See Follow-Up Sequential Sampling Table for Results,,
12/14/21,97XX S MUSKEGON AVE,5.9,12,3
12/14/21 8:48,97XX S MUSKEGON AVE ,5.9,12,3
6/19/16,97XX S OAKLEY AVE,1.1,2.9,< 1
3/17/19,97XX S OAKLEY AVE,1.9,7.2,< 1
7/13/19,97XX S OAKLEY AVE,< 1,1,1.1
12/26/23 11:00,97XX S OAKLEY AVE ,3.2,3.2,0.9
2/12/19,97XX S OGLESBY AVE,3.1,7.4,< 1
10/24/19,97XX S OGLESBY AVE,4.3,5.5,2.7
5/30/19,97XX S PARNELL AVE,1.5,5.2,5.3
9/16/19,97XX S PARNELL AVE,2.8,10,2.5
10/11/19,97XX S PARNELL AVE,2.6,9.9,3.3
10/24/16,97XX S PEORIA ST,5.3,12,3.6
6/28/19,97XX S PEORIA ST,2.3,2.2,2.1
10/8/21 15:00,97XX S PEORIA ST ,3.1,6.4,8.3
3/29/24 15:00,97XX S PEORIA ST ,2,3.1,5.5
3/14/23 7:00,97XX S PRINCETON AVE ,3.1,13,2.4
5/14/19,97XX S PROSPECT AVE,2.2,4.5,1.5
8/14/16,97XX S PROSPECT AVE,4.6,7.1,9.7
,97XX S PROSPECT AVE,Customer declined further testing,,
6/1/23 7:00,97XX S PROSPECT AVE ,2.7,2.6,2.5
9/28/22,97XX S SANGAMON ST,See Follow-Up Sequential Sampling Table for Results,,
6/27/22 5:29,97XX S SANGAMON ST ,8.4,18,6.1
6/27/22 5:29,97XX S SANGAMON ST ,8.4,18,6.1
6/10/18,97XX S SEELEY AVE,< 1,1.4,1
11/18/18,97XX S SEELEY AVE,2.3,4.5,1.6
12/13/18,97XX S SEELEY AVE,2,1.5,< 1
2/21/19,97XX S SEELEY AVE,2,1.8,< 1
3/5/19,97XX S SEELEY AVE,1.4,5.2,1.1
4/3/19,97XX S SEELEY AVE,1.4,1.6,1.4
10/29/19,97XX S TORRENCE AVE,9.6,11,12
1/9/20,97XX S TORRENCE AVE,2.4,< 1,< 1
8/10/23,97XX S UNIVERSITY AVE,See Follow-Up Sequential Sampling Table for Results,,
5/21/24 8:00,97XX S UNIVERSITY AVE ,4.5,10,3.3
6/14/23 21:30,97XX S UNIVERSITY AVE ,8.7,8.4,14
11/19/19,97XX S VAN VLISSINGEN RD,< 1,< 1,< 1
4/16/19,97XX S VAN VLISSINGEN RD,6.1,16,4
,97XX S VAN VLISSINGEN RD,Customer declined further testing,,
6/13/16,97XX S VANDERPOEL AVE,4,2.7,1.8
9/21/20,97XX S VANDERPOEL AVE,< 1,< 1,< 1
3/9/19,97XX S WALDEN PKWY,1.3,1.7,< 1
8/5/19,97XX S WALDEN PKWY,3.4,3,2.7
4/30/19,97XX S WENTWORTH AVE,< 1,2.4,2.8
2/4/20,97XX S WENTWORTH AVE,< 1,< 1,< 1
